company,grade,toeic,speaking,lang,cert,abr,inte,prize,vol,target
NH투자증권㈜,3.62,827.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,2
DB손해보험(주),3.77,824.0,6.0,1.2,2.7,1.1,1.2,2.2,1.6,2
(주)케이비손해보험,3.76,799.0,6.0,0.0,2.4,1.0,1.0,1.0,1.0,2
코리안리재보험(주),4.16,975.0,7.0,1.0,1.0,1.5,1.5,2.0,0.0,2
미래에셋대우(주),3.67,878.0,5.0,1.5,2.8,1.7,1.1,1.9,1.8,2
현대하이스코(주),3.64,822.0,7.0,1.3,2.8,1.3,1.2,2.7,1.6,2
제일모직(주),3.64,843.0,6.0,1.0,2.5,1.2,1.2,2.3,1.0,2
오렌지라이프생명보험(주),3.69,843.0,6.0,1.2,2.3,1.4,1.3,1.3,2.1,2
㈜노키아티엠씨,3.68,843.0,6.0,1.0,2.8,1.4,1.0,3.0,2.0,2
하나금융투자(주),3.54,848.0,0.0,1.0,4.7,2.0,1.7,0.0,2.3,2
한국투자증권(주),3.7,842.0,7.0,1.2,2.8,1.3,1.8,1.8,1.6,2
신한카드(주),3.68,804.0,6.0,1.1,2.5,1.2,1.1,1.8,2.0,2
삼성모바일디스플레이(주),3.82,846.0,6.0,1.6,2.0,1.9,1.0,3.0,1.0,2
메리츠화재해상보험(주),3.74,806.0,6.0,1.0,2.4,1.2,1.5,1.9,1.7,2
삼성광주전자㈜광주1공장,3.67,903.0,0.0,1.0,2.5,1.6,4.0,2.0,1.0,2
비씨카드(주),3.77,831.0,6.0,1.0,2.7,1.1,1.4,2.1,2.2,2
(주)부산은행,3.86,849.0,7.0,1.0,2.9,1.0,1.0,1.3,1.0,2
현대캐피탈(주),3.7,765.0,5.0,1.1,2.7,1.3,1.6,1.6,2.1,2
신한생명보험(주),3.72,775.0,6.0,1.2,2.5,1.1,1.4,2.1,1.9,2
케이비증권(주),3.67,884.0,6.0,0.0,2.8,1.3,1.0,2.3,1.6,2
동양생명보험(주),3.61,704.0,6.0,1.1,2.7,1.2,1.3,1.6,2.3,2
(주)대구은행,3.76,830.0,7.0,1.3,2.7,1.1,1.1,2.4,1.5,2
에이비엘생명보험(주),3.64,804.0,7.0,2.0,2.5,1.2,1.2,2.3,1.5,2
대신증권(주),3.68,878.0,6.0,1.3,2.8,1.4,1.3,1.4,2.1,2
삼성카드(주),3.73,824.0,6.0,1.2,2.6,1.2,1.5,2.0,1.8,2
흥국생명보험(주),3.63,776.0,5.0,1.1,3.0,1.1,1.3,1.6,1.9,2
대우자동차판매㈜,3.54,759.0,5.0,1.3,2.1,1.4,1.0,0.0,1.0,2
(주)대림코퍼레이션,3.82,886.0,6.0,1.0,2.6,1.4,1.0,1.6,1.3,2
미래에셋생명보험(주),3.6,840.0,6.0,1.0,2.8,1.2,2.0,1.6,1.7,2
삼성증권(주),3.75,877.0,7.0,1.3,2.9,1.1,1.3,2.1,1.6,2
(주)코오롱,3.84,862.0,7.0,1.2,2.1,1.5,1.3,2.8,1.3,2
미래에셋증권㈜,3.62,855.0,6.0,1.1,2.7,1.6,1.1,1.0,1.3,2
신한금융투자(주),3.72,810.0,6.0,2.0,2.8,1.3,1.1,1.0,1.3,2
현대카드(주),3.7,839.0,6.0,1.1,2.5,1.3,1.5,1.9,1.9,2
(주)경남은행,3.91,770.0,7.0,1.3,2.5,2.2,1.4,1.7,1.9,2
(주)신한금융지주회사,3.57,747.0,0.0,0.0,3.3,1.5,1.0,0.0,2.0,2
삼성석유화학(주),3.8,860.0,6.0,1.0,2.5,1.0,0.0,1.0,1.0,2
흥국화재해상보험(주),3.75,832.0,8.0,1.3,2.7,2.3,2.0,0.0,1.7,2
서울보증보험(주),3.77,785.0,6.0,1.1,2.7,1.2,1.6,1.7,1.9,2
(주)한라홀딩스,3.75,880.0,6.0,1.0,2.9,1.4,1.0,1.8,4.0,2
DB생명보험㈜,3.67,751.0,6.0,1.1,3.1,1.5,1.5,2.3,1.7,2
메트라이프생명보험(주),3.64,805.0,6.0,1.1,2.6,1.4,1.7,2.0,2.1,2
한화손해보험(주),3.68,841.0,6.0,0.0,2.3,1.0,1.8,2.5,1.8,2
한솔홀딩스(주),3.74,866.0,6.0,1.3,2.6,1.2,1.0,1.0,1.7,2
우리금융지주(주),3.54,0.0,0.0,1.3,1.8,1.3,2.5,1.0,1.7,2
한국증권금융(주),4.17,864.0,6.0,0.0,1.8,1.0,1.0,3.0,3.0,2
롯데손해보험(주),3.63,786.0,6.0,1.1,2.8,1.3,1.3,1.8,1.6,2
STX중공업㈜,3.69,833.0,0.0,0.0,2.3,1.6,1.2,1.0,1.1,2
벽산건설(주),3.72,792.0,0.0,1.0,2.0,1.2,1.0,1.0,1.0,2
㈜광주은행,3.79,833.0,6.0,1.0,2.5,1.6,2.0,3.0,2.3,2
교보증권(주),3.86,858.0,6.0,1.0,3.3,1.5,1.0,2.0,1.5,2
롯데카드(주),3.72,793.0,6.0,1.1,2.7,1.2,1.5,2.2,1.7,2
현대엠코(주),3.76,813.0,6.0,2.0,2.8,1.3,1.3,1.5,1.3,2
(주)현대L&C,3.96,755.0,7.0,0.0,2.0,1.0,1.5,1.5,1.0,2
하이트맥주㈜,3.63,834.0,7.0,0.0,2.2,1.0,1.0,0.0,1.0,2
풍림산업(주),3.83,873.0,6.0,1.3,2.0,1.6,0.0,2.0,2.0,2
그린손해보험(주),3.69,705.0,7.0,1.8,2.7,1.1,3.0,1.0,1.0,2
남양건설(주),3.73,607.0,5.0,0.0,3.2,2.0,2.0,0.0,3.0,2
동아쏘시오홀딩스(주),3.67,826.0,6.0,1.0,2.4,1.2,1.0,2.4,1.9,2
코오롱아이넷㈜,3.93,930.0,7.0,1.0,1.0,1.3,0.0,2.5,0.0,2
태산LCD㈜,3.63,667.0,6.0,1.3,2.8,1.4,3.0,1.0,1.0,2
맥쿼리증권(주),3.94,963.0,0.0,0.0,3.0,1.5,0.0,0.0,0.0,2
SK(주),3.82,877.0,7.0,0.0,3.2,1.2,1.1,1.4,1.4,2
CJ GLS㈜,3.61,831.0,5.0,1.0,2.7,1.4,1.0,1.0,1.8,2
라이나생명보험(주),3.75,809.0,0.0,1.3,3.1,1.1,1.5,1.0,2.0,2
푸본현대생명보험㈜,3.77,775.0,6.0,1.0,2.3,1.3,1.3,2.3,2.9,2
신아에스비(주),3.71,753.0,0.0,1.0,2.8,1.7,0.0,1.0,1.0,2
㈜KB금융지주,3.92,880.0,0.0,0.0,2.3,1.0,1.0,0.0,1.0,2
아주캐피탈(주),3.69,744.0,0.0,1.0,2.9,1.1,1.3,1.3,2.0,2
한일건설(주),3.65,837.0,7.0,1.0,1.7,1.8,1.0,1.0,1.5,2
DB금융투자(주),3.65,829.0,7.0,1.0,2.6,1.3,1.9,1.8,2.5,2
한화투자증권(주),3.65,803.0,6.0,1.0,2.2,1.0,1.1,1.3,1.0,2
㈜중앙건설,3.49,750.0,0.0,2.0,2.2,0.0,1.0,1.0,0.0,2
대양상선㈜,3.75,795.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2
㈜세광중공업,3.3,772.0,6.0,0.0,1.8,1.8,1.0,1.0,2.0,2
유진투자증권(주),3.66,830.0,7.0,1.0,2.5,1.7,1.4,1.4,1.6,2
주택도시보증공사,3.88,918.0,6.0,1.0,3.3,1.7,1.0,1.0,2.0,2
(주)포스텍,3.81,873.0,6.0,0.0,3.2,1.7,1.0,2.5,2.3,2
대한조선(주),3.76,808.0,8.0,1.0,2.7,1.5,1.5,2.0,2.0,2
(주)전북은행,3.66,845.0,6.0,1.0,3.1,2.0,1.0,1.0,2.0,2
삼호조선㈜,3.72,804.0,0.0,0.0,2.0,1.8,0.0,2.5,1.0,2
우림건설(주),3.86,892.0,5.0,1.3,2.0,1.0,1.0,0.0,0.0,2
(주)휴맥스홀딩스,3.59,798.0,6.0,1.3,2.2,2.1,1.0,2.6,2.0,2
글로웨이(주),3.83,800.0,5.0,1.0,2.0,1.5,0.0,1.0,2.0,2
피씨에이생명보험㈜,3.56,793.0,6.0,1.5,2.3,1.2,1.0,2.0,3.3,2
(주)하나금융지주,3.87,790.0,6.0,1.0,1.7,1.0,1.0,0.0,0.0,2
(주)동일토건,3.77,860.0,6.0,1.0,1.3,2.3,0.0,0.0,2.0,2
금광기업(주),3.9,760.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2
(주)오리엔탈정공,3.62,719.0,4.0,1.3,2.2,1.6,1.0,1.3,1.7,2
㈜신도종합건설,3.69,860.0,0.0,1.0,2.3,1.7,0.0,0.0,1.0,2
신한캐피탈(주),3.91,980.0,8.0,1.0,1.0,1.0,1.0,0.0,3.0,2
㈜솔로몬상호저축은행,3.64,818.0,6.0,1.2,2.6,1.4,1.5,1.6,1.6,2
(주)서연,4.05,812.0,0.0,2.0,1.8,1.0,0.0,0.0,1.0,2
키움증권㈜,3.81,804.0,7.0,1.3,2.5,1.4,1.8,1.5,1.5,2
모토로라코리아㈜,3.68,806.0,7.0,1.0,1.8,1.2,1.0,4.7,1.0,2
삼성SNS㈜,3.5,829.0,7.0,0.0,2.6,0.0,1.3,3.0,2.0,2
성원건설㈜,3.39,858.0,6.0,0.0,3.0,1.5,2.0,0.0,2.0,2
(주)성철사,3.45,714.0,6.0,1.5,3.3,2.0,0.0,0.0,1.0,2
(주)영원무역홀딩스,3.69,890.0,7.0,1.4,2.1,1.4,1.7,2.7,2.5,2
신화인터텍(주),3.56,719.0,6.0,1.1,2.5,1.1,2.0,1.6,2.3,2
미래에셋자산운용(주),3.93,884.0,6.0,1.0,2.8,1.7,0.0,1.7,3.0,2
성우종합건설㈜,3.64,858.0,5.0,1.0,2.3,1.3,0.0,1.0,1.0,2
㈜티피씨코리아,3.78,830.0,0.0,1.0,2.5,1.5,0.0,0.0,2.0,2
롯데캐피탈(주),3.55,748.0,6.0,1.2,2.5,1.1,1.0,1.3,1.8,2
(주)사노피-아벤티스코리아,3.06,955.0,0.0,2.0,4.0,0.0,2.0,2.0,3.0,2
월드건설(주),3.55,758.0,0.0,1.5,2.0,1.0,0.0,0.0,0.0,2
루이비통코리아㈜,3.66,779.0,6.0,1.4,2.1,1.4,1.8,2.0,2.4,2
㈜삼진조선,3.53,808.0,4.0,1.0,3.0,1.4,1.5,1.5,2.5,2
헤라우스오리엔탈하이텍(주),3.4,887.0,0.0,1.0,2.0,1.0,1.5,1.0,3.0,2
(주)롯데햄,3.49,762.0,7.0,0.0,2.5,2.0,0.0,3.0,2.3,2
창명해운(주),3.73,840.0,0.0,0.0,1.0,1.0,1.0,1.7,2.0,2
범양건영(주),3.66,780.0,6.0,0.0,2.6,1.4,0.0,0.0,0.0,2
(주)디섹,3.58,796.0,6.0,1.0,2.2,1.3,0.0,1.7,1.4,2
양우건설(주),3.67,705.0,0.0,0.0,2.4,0.0,0.0,1.3,1.0,2
일신건영(주),3.95,732.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2
산와대부㈜,3.67,630.0,6.0,1.2,2.6,1.1,1.0,1.0,1.5,2
(주)샤니,3.7,805.0,0.0,1.0,2.8,1.5,0.0,2.0,3.0,2
㈜에이치케이저축은행,3.73,901.0,0.0,0.0,2.0,2.0,1.5,1.0,2.0,2
현진소재(주),3.69,829.0,4.0,1.7,1.3,1.4,2.0,1.5,1.5,2
(주)마니커,3.63,828.0,5.0,1.0,2.7,1.0,2.3,2.4,1.7,2
한국후지쯔(주),3.78,734.0,6.0,1.3,1.7,1.2,0.0,2.0,3.0,2
한국가스안전공사,3.68,799.0,6.0,1.0,2.4,1.2,1.0,2.3,1.6,1
한국환경정책평가연구원,3.77,810.0,8.0,1.3,2.2,1.3,1.0,1.5,1.7,1
㈜YG엔터테인먼트,3.59,892.0,8.0,1.0,1.8,1.2,2.4,1.3,2.0,1
한국생산기술연구원,3.77,734.0,5.0,1.1,2.1,1.3,1.5,1.8,1.6,1
(주)한국야쿠르트,3.69,824.0,6.0,1.0,2.0,1.2,1.0,1.6,1.3,1
한국보건사회연구원,3.8,824.0,7.0,1.1,2.2,1.1,3.0,1.0,2.3,1
(주)디지틀조선일보,3.66,781.0,6.0,1.2,2.1,1.3,1.5,2.7,2.2,1
이수건설(주),3.6,838.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1
(주)티맥스소프트,3.57,781.0,6.0,1.1,2.0,1.3,1.2,1.8,2.0,1
(주)홈앤쇼핑,3.59,805.0,6.0,1.3,2.4,1.1,1.8,1.9,2.3,1
대원씨티에스㈜,3.54,740.0,5.0,1.0,2.0,1.0,2.0,2.0,1.4,1
코나아이(주),3.6,835.0,6.0,1.5,2.1,1.4,1.0,1.6,2.0,1
한화솔루션(주),3.65,852.0,6.0,1.6,1.7,1.3,1.2,1.3,1.3,1
와이즈와이어즈㈜,3.42,682.0,6.0,1.1,2.1,1.2,2.1,1.7,1.3,1
AJ네트웍스(주),3.58,806.0,7.0,1.0,2.5,1.1,1.4,2.3,2.5,1
SK건설(주),3.64,812.0,7.0,1.1,1.9,1.2,1.1,1.6,1.2,1
인천국제공항공사,3.72,855.0,7.0,1.2,2.1,1.3,1.2,1.7,1.7,1
(주)교원,3.65,837.0,6.0,1.0,2.0,1.2,1.2,2.2,2.0,1
㈜아프리카TV,3.53,699.0,6.0,1.4,2.2,1.5,1.6,2.0,2.4,1
케이웨더㈜,3.59,828.0,6.0,1.0,2.1,1.0,3.0,1.7,1.4,1
한국아이비엠 테크니컬솔루션(유),3.55,743.0,4.0,1.0,2.4,1.3,2.0,1.3,1.8,1
㈜유비쿼스,3.6,796.0,5.0,1.3,2.1,1.3,1.0,1.4,2.0,1
(주)나스미디어,3.6,801.0,6.0,1.3,1.8,1.1,1.6,1.4,1.4,1
㈜MP그룹,3.56,743.0,6.0,1.0,2.2,1.4,1.3,1.3,2.2,1
엔테크서비스(주),3.64,771.0,6.0,1.5,1.9,1.0,1.1,1.7,1.7,1
효성아이티엑스(주),3.46,640.0,7.0,1.0,1.7,1.0,0.0,1.0,0.0,1
NS홈쇼핑,3.62,877.0,7.0,1.0,2.5,1.4,1.0,0.0,2.0,1
(주)아이센스,3.63,873.0,7.0,1.6,2.3,1.3,2.2,1.3,1.7,1
한국중부발전(주),3.67,817.0,6.0,1.0,2.9,1.1,1.0,1.2,1.5,1
잡코리아(유),3.56,769.0,6.0,1.0,2.2,1.4,1.5,2.0,2.3,1
㈜CJ ENM,3.67,867.0,6.0,1.1,1.8,1.2,1.2,1.3,1.9,1
(주)한국카본,3.64,804.0,5.0,1.3,2.3,1.3,1.0,1.6,2.0,1
(주)남영비비안,3.42,821.0,6.0,1.0,1.8,1.3,2.0,2.0,2.0,1
한화토탈(주),3.68,856.0,7.0,1.0,2.3,1.2,1.0,1.0,1.4,1
한미사이언스(주),3.55,799.0,6.0,1.5,2.4,1.2,1.9,2.4,1.8,1
중앙일보(주),3.64,814.0,6.0,1.1,2.0,1.1,1.7,2.3,1.9,1
일동제약㈜,3.61,787.0,6.0,1.0,2.1,1.4,1.4,2.2,1.5,1
금호타이어(주),3.7,819.0,6.0,1.0,1.8,1.1,1.0,1.9,1.3,1
(주)엠씨넥스,3.6,767.0,4.0,1.4,2.0,1.4,2.6,2.6,1.7,1
(재)한국에너지기술연구원,3.69,694.0,5.0,1.2,1.9,1.3,1.7,1.4,1.7,1
(주)대우건설,3.59,834.0,6.0,1.2,2.0,1.3,1.3,1.7,1.6,1
(재)한국노동연구원,3.79,822.0,0.0,1.0,2.0,1.4,0.0,1.8,2.5,1
동부제철(주),3.58,805.0,6.0,1.1,1.9,1.7,1.1,2.1,1.2,1
(주)에스앤아이코퍼레이션,3.62,804.0,6.0,1.1,2.2,1.4,1.3,1.5,1.8,1
㈜인포피아,3.6,819.0,6.0,1.3,2.4,1.3,2.0,1.0,1.5,1
오스템임플란트(주),3.61,775.0,6.0,1.1,2.1,1.4,1.7,1.5,1.7,1
(주)해커스어학원,3.64,868.0,7.0,1.5,2.7,1.3,1.8,2.3,2.2,1
(유)기흥모터스,3.39,733.0,7.0,1.0,2.0,1.2,1.2,2.0,2.5,1
(주)우성사료,3.72,824.0,6.0,2.0,2.2,1.4,1.0,3.0,1.3,1
한국과학기술연구원,3.82,756.0,6.0,1.2,2.1,1.3,1.7,1.9,1.5,1
딜리버리히어로코리아유한책임회사,3.61,827.0,6.0,1.3,1.8,1.1,1.3,2.7,1.5,1
피에스케이홀딩스(주),3.63,745.0,5.0,1.3,2.3,1.7,1.0,1.3,1.7,1
(주)하이프라자,3.53,752.0,6.0,1.5,2.2,1.2,1.6,3.5,1.8,1
㈜세일종합기술공사,3.62,708.0,0.0,1.0,2.4,1.0,2.5,0.0,1.0,1
한국수자원공사,3.65,810.0,6.0,1.0,2.3,1.3,1.4,1.6,2.0,1
국토연구원,3.84,749.0,6.0,1.1,2.2,1.3,1.8,1.6,1.3,1
GS건설㈜,3.64,828.0,7.0,1.3,1.9,1.0,1.2,1.6,1.2,1
㈜더에스엠씨그룹,3.54,819.0,6.0,1.6,2.1,1.4,2.0,2.1,2.5,1
LG 이노텍,3.68,807.0,6.0,1.1,1.9,1.1,1.0,1.5,1.2,1
한국조폐공사,3.65,776.0,5.0,1.0,2.6,1.3,2.0,1.0,1.8,1
(주)좋은책신사고,3.67,762.0,6.0,1.0,2.5,1.3,1.0,1.5,1.6,1
CJ대한통운(주),3.65,866.0,7.0,1.1,2.1,1.2,1.1,1.5,1.3,1
근로복지공단,3.71,793.0,6.0,1.1,2.4,1.2,1.5,1.4,2.1,1
LS엠트론㈜,3.59,790.0,6.0,1.0,1.9,1.3,1.3,1.5,1.3,1
푸르덴셜생명보험(주),3.54,825.0,6.0,1.1,2.0,1.3,1.4,1.0,1.5,1
동부엔지니어링(주),3.75,813.0,0.0,1.5,2.3,1.1,0.0,0.0,2.0,1
(주)티몬,3.59,778.0,6.0,1.1,2.1,1.3,1.8,2.0,1.7,1
㈜이테크건설,3.56,811.0,5.0,1.3,2.3,1.4,1.2,1.5,1.1,1
SK인포섹(주),3.59,686.0,6.0,1.0,2.3,1.1,1.4,1.6,1.4,1
현대아산(주),3.59,813.0,7.0,1.2,2.3,1.5,1.2,1.0,1.7,1
현대자동차(주),3.71,833.0,6.0,1.2,2.0,1.2,1.2,1.5,1.5,1
GS리테일,3.6,824.0,7.0,1.2,2.2,1.2,1.2,1.6,1.7,1
(주)오뚜기,3.61,804.0,6.0,1.1,2.2,1.2,1.2,1.5,1.5,1
(주)경농,3.58,804.0,7.0,1.0,2.6,1.2,1.0,1.0,1.5,1
JW중외제약(주),3.5,783.0,6.0,1.3,2.3,1.3,1.2,1.6,2.1,1
한국지역난방공사,3.68,789.0,6.0,1.5,3.2,1.3,1.3,2.6,2.0,1
굿네이버스,3.58,873.0,7.0,1.5,2.2,1.3,1.0,1.0,3.6,1
(주)소노호텔앤리조트,3.63,801.0,6.0,1.0,2.3,1.3,1.7,1.7,1.6,1
대림산업㈜,3.65,830.0,6.0,1.1,2.2,1.1,1.3,1.9,1.4,1
(주)휴넷,3.68,812.0,4.0,1.3,2.3,1.3,1.7,1.8,2.3,1
행복나래(주),3.46,800.0,7.0,1.3,2.2,1.1,0.0,1.0,1.4,1
버거킹,3.49,864.0,7.0,1.0,2.2,1.4,2.0,2.0,1.8,1
한국야금(주),3.73,815.0,5.0,1.0,3.1,1.9,2.0,1.7,1.8,1
(주)유비케어,3.63,790.0,6.0,1.2,2.1,1.8,1.0,2.0,2.0,1
(주)쁘띠엘린,3.68,817.0,6.0,1.3,2.1,1.1,1.6,2.1,1.9,1
(주)한국하우톤,3.57,745.0,6.0,1.7,3.0,1.3,1.0,5.0,1.3,1
현대상선(주),3.76,854.0,6.0,1.0,2.0,1.2,1.2,1.3,1.4,1
(주)알티캐스트,3.64,808.0,7.0,1.1,2.1,1.4,2.3,2.3,1.6,1
(주)한국아트라스비엑스,3.47,816.0,5.0,1.3,2.4,1.1,0.0,1.7,2.0,1
한국토지주택공사,3.59,760.0,5.0,1.1,2.2,1.2,1.5,1.4,2.0,1
현대비앤지스틸(주),3.66,862.0,7.0,0.0,2.4,1.4,1.2,1.6,1.4,1
인천항만공사,3.68,878.0,7.0,1.6,2.2,1.3,1.0,1.3,3.0,1
콘티넨탈오토모티브일렉트로닉스(유),3.65,824.0,7.0,0.0,1.7,1.8,1.3,1.0,2.0,1
㈜LG하우시스,3.72,840.0,7.0,1.0,2.1,1.6,1.1,1.7,1.7,1
신라스테이(주),3.63,755.0,6.0,3.6,2.9,2.1,1.5,2.5,1.6,1
네이버비즈니스플랫폼(주),3.56,830.0,6.0,1.0,1.6,1.3,1.0,2.0,2.2,1
(주)인컴즈,3.51,659.0,0.0,1.1,2.0,1.1,1.1,1.3,2.4,1
(주)비상교육,3.66,800.0,7.0,1.0,2.2,1.5,1.2,1.7,2.0,1
한국지질자원연구원,3.72,734.0,7.0,1.0,2.1,1.1,1.0,2.0,1.8,1
(주)웰크론한텍,3.77,765.0,5.0,2.0,2.8,1.0,0.0,0.0,0.0,1
캐논코리아비즈니스솔루션(주),3.6,785.0,6.0,1.3,2.3,1.1,1.4,1.9,1.7,1
(주)지아이티,3.44,777.0,4.0,0.0,2.1,1.0,2.0,0.0,0.0,1
제이비우리캐피탈(주),3.52,826.0,6.0,1.0,2.0,1.0,2.5,1.0,1.5,1
에이테크솔루션(주),3.63,680.0,6.0,1.3,2.2,1.2,0.0,2.1,1.0,1
(주)삼보컴퓨터,3.55,775.0,7.0,1.0,2.3,1.3,1.5,1.2,1.5,1
한국철도시설공단,3.7,805.0,6.0,1.0,2.7,1.1,1.0,1.4,1.5,1
SK증권(주),3.56,815.0,7.0,1.0,1.9,1.3,1.3,1.3,2.8,1
한국언론진흥재단,3.69,821.0,7.0,1.0,2.0,1.5,1.0,1.8,2.3,1
(주)이씨에스텔레콤,3.45,769.0,0.0,1.0,2.7,1.5,1.5,1.0,1.0,1
한국임업진흥원,3.39,786.0,6.0,1.0,2.2,0.0,1.3,2.0,1.7,1
(주)셀트리온헬스케어,3.57,923.0,8.0,1.4,2.0,1.6,0.0,2.0,2.8,1
㈜에이플러스에셋어드바이저,3.58,843.0,5.0,1.0,2.4,1.0,2.0,1.5,1.4,1
(주)한국존슨앤드존슨,3.56,839.0,6.0,1.0,2.0,1.2,1.5,1.3,1.8,1
(주)호반호텔앤리조트,3.61,732.0,7.0,1.3,2.1,1.3,1.4,1.8,1.7,1
크래프톤,3.84,890.0,5.0,3.0,2.6,1.5,2.0,3.0,2.5,1
(주)에스에프에이,3.59,775.0,6.0,1.2,2.0,1.2,1.5,2.3,1.7,1
남해화학(주),3.65,775.0,0.0,0.0,2.3,1.0,1.5,0.0,1.0,1
HDC아이파크몰(주),3.57,846.0,6.0,1.0,2.5,1.2,2.0,2.3,1.8,1
CJ올리브영㈜,3.63,849.0,6.0,1.2,2.2,1.0,1.4,1.4,1.4,1
CJ프레시웨이㈜,3.64,835.0,6.0,1.0,2.2,1.2,1.2,1.5,1.6,1
CJ올리브네트웍스,3.6,830.0,6.0,1.0,1.9,1.2,1.1,1.5,1.6,1
CJ제일제당(주),3.64,839.0,6.0,1.2,2.0,1.1,1.2,1.6,1.8,1
(주)아이마켓코리아,3.6,789.0,6.0,1.1,2.3,1.3,1.2,1.6,1.6,1
해비치호텔앤드리조트(주),3.69,733.0,6.0,1.0,2.1,1.1,1.1,1.5,2.0,1
(주)엔씨소프트,3.53,813.0,6.0,1.1,2.2,1.3,1.3,1.8,1.6,1
한국수력원자력(주),3.7,776.0,7.0,1.2,2.3,1.2,1.6,2.1,1.4,1
영풍전자(주),3.52,767.0,5.0,1.2,1.9,1.4,1.2,2.1,1.3,1
한국교통연구원,3.81,750.0,7.0,1.1,1.9,1.3,1.5,1.7,1.4,1
(주)녹십자,3.55,838.0,6.0,1.5,2.1,1.3,1.2,2.2,1.9,1
㈜한미글로벌,3.57,810.0,6.0,1.2,2.1,1.3,1.0,4.0,1.5,1
(주)메조미디어,3.72,778.0,6.0,1.0,1.7,1.1,1.7,2.6,2.4,1
한국자산관리공사,3.57,786.0,6.0,1.1,2.3,1.2,1.6,1.4,1.8,1
대한무역투자진흥공사,3.66,868.0,7.0,1.2,1.8,1.4,1.9,1.5,2.0,1
건강보험심사평가원,3.71,808.0,6.0,1.1,2.3,1.1,1.3,1.9,2.2,1
한국국방연구원,3.86,836.0,6.0,1.0,2.1,1.2,2.0,1.0,2.3,1
네이버(주),3.64,800.0,5.0,1.2,2.1,1.3,1.2,2.2,1.4,1
(주)보미건설,3.54,679.0,0.0,1.0,2.4,1.4,1.5,1.8,1.0,1
FRL코리아㈜,3.68,842.0,7.0,1.2,2.2,1.3,1.4,1.6,1.8,1
SK하이닉스(주),3.7,824.0,6.0,1.1,2.0,1.2,1.1,1.4,1.5,1
(주)웅진씽크빅,3.65,782.0,6.0,1.2,2.2,1.2,1.3,2.0,2.0,1
(주)컴투스,3.55,803.0,6.0,1.5,2.1,1.2,1.7,1.7,1.6,1
유비벨록스(주),3.6,774.0,6.0,1.0,2.2,1.2,1.0,1.6,2.2,1
한화종합화학(주),3.4,823.0,7.0,1.0,2.8,1.3,1.0,1.0,1.0,1
코람코자산신탁,3.41,0.0,0.0,1.0,1.8,1.0,1.0,0.0,0.0,1
(주)이글루시큐리티,3.55,759.0,6.0,1.1,2.7,1.2,1.3,2.3,1.6,1
(주)넥슨코리아,3.58,800.0,6.0,1.0,1.8,1.1,1.3,2.0,2.3,1
(주)유신,3.59,797.0,7.0,1.1,2.1,1.1,1.0,2.0,1.9,1
엔에이치엔(주),3.59,809.0,5.0,0.0,2.3,1.2,1.2,2.0,1.5,1
(주)리드코프,3.47,769.0,0.0,1.0,2.0,1.3,1.3,1.8,2.0,1
㈜한국피자헛,3.52,711.0,4.0,1.0,2.0,1.4,1.0,1.3,1.2,1
지멘스(주),3.43,853.0,6.0,0.0,3.0,1.0,2.0,2.0,2.3,1
(주)이랜드월드,3.64,860.0,6.0,1.3,2.0,1.2,1.2,1.7,1.7,1
넷마블컴퍼니,3.56,815.0,6.0,1.0,1.7,1.5,1.3,1.9,1.8,1
한국저작권위원회,3.75,768.0,6.0,1.3,2.6,1.3,1.0,1.8,2.3,1
㈜KG이니시스,3.45,735.0,6.0,1.0,1.6,1.2,0.0,1.5,1.0,1
(주)더존비즈온,3.57,674.0,6.0,1.0,2.6,1.1,1.6,1.8,2.1,1
(주)LG상사,3.76,911.0,7.0,1.0,2.1,1.5,1.5,1.7,1.8,1
㈜다우기술,3.53,762.0,6.0,1.2,2.1,1.1,1.4,1.6,2.0,1
비플라이소프트(주),3.53,725.0,6.0,1.0,2.0,1.1,1.0,4.5,2.4,1
현대오토에버(주),3.68,833.0,6.0,1.0,1.8,1.3,1.1,1.5,1.5,1
한국맥도날드(유),3.54,782.0,6.0,1.3,2.2,1.3,1.4,1.5,1.8,1
(주)위메프,3.55,784.0,6.0,1.1,2.1,1.4,2.0,1.8,1.9,1
인카금융서비스㈜,3.55,803.0,6.0,1.0,2.1,1.0,1.0,1.3,1.6,1
유니슨(주),3.65,806.0,6.0,1.3,2.8,1.4,0.0,1.3,2.3,1
동화기업(주),3.58,851.0,6.0,1.5,2.9,1.2,1.6,2.5,2.3,1
굿어스(주),3.41,739.0,4.0,0.0,2.9,1.0,1.0,2.6,2.3,1
(재)한국의학연구소,3.56,716.0,6.0,1.0,2.1,1.0,1.8,1.7,2.0,1
능원금속공업(주),3.42,778.0,6.0,1.0,1.8,1.7,1.0,2.3,1.2,1
네이버아이앤에스(주),3.52,890.0,7.0,1.0,2.6,1.4,2.0,2.0,1.5,1
(주)비에스케이코퍼레이션,3.7,920.0,6.0,1.0,2.7,1.0,2.2,1.5,1.8,1
(주)파고다아카데미,3.69,874.0,7.0,1.2,1.8,1.3,1.3,1.8,1.7,1
