company,grade,toeic,speaking,lang,cert,abr,inte,prize,vol,target
포스코강판(주),3.87,856.0,6.0,1.0,1.9,1.2,1.0,3.0,3.0,1
(주)문화방송,3.59,795.0,7.0,1.2,2.0,1.2,1.3,1.6,1.9,1
장금상선㈜,3.76,778.0,5.0,1.1,2.3,1.1,1.0,1.0,1.3,1
(주)빙그레,3.46,817.0,7.0,1.4,1.9,1.3,1.5,2.1,1.4,1
순천향대학교,3.81,713.0,0.0,1.3,2.4,1.4,1.7,1.2,2.0,1
대원강업(주),3.64,804.0,6.0,1.0,2.0,1.2,1.4,1.5,1.4,1
(주)현대홈쇼핑,3.61,809.0,6.0,1.2,2.1,1.2,1.8,2.2,1.9,1
일진전기(주),3.57,808.0,6.0,1.0,2.4,1.4,1.2,1.7,1.6,1
폴라리스쉬핑(주),3.53,600.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1
(주)멜파스,3.59,793.0,6.0,1.0,2.0,1.4,1.5,1.5,1.3,1
㈜오리온,3.61,833.0,6.0,1.1,2.2,1.2,1.3,1.8,1.6,1
한국미니스톱(주),3.5,714.0,6.0,1.0,2.2,1.1,1.2,1.5,2.5,1
(주)신세계인터내셔날,3.69,868.0,7.0,1.1,2.0,1.3,1.6,1.6,1.8,1
(주)서희건설,3.57,748.0,6.0,1.0,2.0,1.0,1.3,2.0,2.7,1
(주)하림,3.63,849.0,6.0,1.0,2.7,1.3,1.1,1.6,1.2,1
엘지엔시스(주),3.65,850.0,6.0,1.0,1.8,1.0,1.0,1.0,1.4,1
(주)한국인삼공사,3.67,802.0,5.0,1.5,1.9,1.6,2.3,2.5,2.1,1
한국에너지공단,3.65,789.0,6.0,1.3,2.4,1.6,2.0,2.3,1.7,1
휴켐스(주),3.63,772.0,5.0,1.0,2.9,1.3,0.0,1.0,1.0,1
한국산업인력공단,3.75,835.0,6.0,1.4,2.4,1.4,1.2,1.8,2.1,1
아디다스코리아유한책임회사,3.6,834.0,7.0,1.0,1.8,1.3,1.8,3.0,1.0,1
한국보훈복지의료공단,3.57,807.0,6.0,0.0,3.1,1.7,1.4,1.3,1.8,1
㈜롯데홈쇼핑,3.64,879.0,6.0,1.3,1.9,1.2,1.3,1.4,1.2,1
CJ CGV(주),3.57,819.0,6.0,1.1,1.8,1.1,1.2,1.5,1.2,1
(주)대교,3.62,790.0,6.0,1.1,2.1,1.3,1.1,1.9,2.0,1
한국전력기술(주),3.55,753.0,6.0,1.1,2.2,1.3,2.0,1.4,1.8,1
(주)창신아이엔씨,3.57,942.0,8.0,1.0,1.8,1.7,1.0,1.0,3.3,1
파주전기초자(주),3.52,658.0,4.0,1.2,2.1,1.3,2.8,2.2,1.8,1
경남기업(주),3.56,804.0,6.0,1.0,2.0,1.6,1.0,1.2,1.6,1
(주)아성다이소,3.55,761.0,6.0,1.3,1.9,1.2,1.3,1.9,1.9,1
S&T모티브(주),3.71,795.0,5.0,1.0,2.3,1.0,1.0,0.0,1.0,1
고려개발(주),3.57,796.0,0.0,1.5,2.1,1.3,1.0,1.3,2.8,1
(주)팜스코,3.55,850.0,6.0,0.0,1.8,1.5,1.3,1.0,1.3,1
흥아해운(주),3.67,851.0,6.0,1.3,2.5,1.5,1.0,2.3,2.5,1
HSD엔진㈜,3.66,786.0,0.0,1.3,1.8,1.1,1.3,2.0,1.2,1
대덕전자(주),3.53,790.0,6.0,1.1,1.8,1.3,1.6,2.3,1.4,1
한국프랜지공업(주),3.66,836.0,0.0,0.0,2.9,2.3,1.3,2.0,1.2,1
(주)대창,3.83,784.0,6.0,1.0,2.9,1.6,1.0,1.0,1.5,1
(주)신세계푸드,3.7,838.0,7.0,1.0,2.3,1.2,1.5,1.6,2.2,1
해태제과식품(주),3.56,742.0,6.0,1.3,2.2,1.3,1.7,1.7,1.7,1
(주)삼동,3.66,831.0,7.0,1.0,1.9,1.3,1.0,4.0,3.0,1
도시바일렉트로닉스코리아(주),3.54,840.0,7.0,1.1,1.7,1.5,0.0,0.0,0.0,1
(주)SBS,3.61,815.0,6.0,1.0,2.1,1.3,1.1,1.8,1.8,1
STX엔진(주),3.73,806.0,0.0,1.0,1.6,1.2,1.1,1.5,1.0,1
신성통상(주),3.65,837.0,7.0,1.3,2.2,1.5,1.6,2.3,2.0,1
(주)포스코엠텍,3.65,844.0,6.0,1.0,2.5,1.1,1.3,1.2,1.6,1
(주)LS네트웍스,3.68,888.0,6.0,0.0,1.9,1.0,0.0,1.0,0.0,1
동원산업(주),3.54,795.0,8.0,1.0,2.4,1.6,1.8,1.5,1.2,1
한국필립모리스(주),3.51,863.0,7.0,1.0,2.1,1.3,1.4,1.3,2.5,1
(주)이마트에브리데이,3.5,751.0,6.0,1.0,2.0,1.2,2.0,1.4,1.9,1
한국공항공사,3.78,850.0,7.0,1.0,2.2,1.2,1.1,2.3,1.9,1
(주)대웅제약,3.63,799.0,6.0,1.2,2.3,1.3,1.3,2.1,1.8,1
(주)에스아이플렉스,3.56,732.0,6.0,1.4,2.1,1.2,1.9,1.7,1.6,1
(주)팜한농,3.59,789.0,6.0,1.0,2.3,1.4,1.1,1.9,1.6,1
에릭슨엘지(주),3.81,841.0,7.0,1.0,1.9,1.4,1.5,1.0,2.4,1
(주)드림텍,3.65,821.0,6.0,1.0,2.2,1.4,2.0,1.5,1.9,1
(주)화승네트웍스,3.69,877.0,7.0,1.0,2.6,1.3,1.0,3.0,2.5,1
(주)이라이콤,3.53,741.0,6.0,1.2,1.8,1.3,1.4,2.1,1.7,1
(주)화신,3.67,827.0,7.0,0.0,1.8,1.4,1.0,2.0,1.5,1
동원로엑스(주),3.85,875.0,7.0,1.0,2.7,1.1,1.2,1.6,2.1,1
㈜이베이코리아,3.57,863.0,6.0,1.4,2.0,1.3,1.4,1.5,1.8,1
GS네오텍(주),3.53,873.0,6.0,1.3,2.1,1.5,1.0,3.0,1.0,1
일진디스플레이(주),3.58,782.0,6.0,1.0,2.0,1.4,1.7,1.5,1.1,1
한국암웨이(주),3.63,850.0,7.0,1.3,2.0,1.4,2.1,2.3,1.7,1
국도화학(주),3.6,813.0,6.0,1.0,2.5,2.2,1.0,3.0,2.0,1
(주)화승알앤에이,3.6,824.0,7.0,1.0,2.4,1.8,1.0,0.0,1.3,1
태평양물산(주),3.65,831.0,7.0,1.1,2.2,1.4,2.0,1.6,1.0,1
한국제지(주),3.68,730.0,6.0,1.0,2.8,1.3,1.0,0.0,2.5,1
한국산업단지공단,3.69,817.0,6.0,2.0,2.1,1.2,1.0,1.9,2.1,1
풀무원식품(주),3.64,829.0,0.0,1.0,1.7,1.0,1.0,1.5,1.8,1
(주)엔투비,3.6,825.0,7.0,1.5,2.1,1.5,1.5,1.2,2.3,1
깨끗한나라(주),3.59,816.0,7.0,1.4,2.3,1.3,1.0,1.8,1.7,1
(주)삼호,3.45,852.0,6.0,1.0,2.0,1.0,1.0,1.0,1.3,1
울트라건설㈜,3.5,800.0,7.0,1.0,1.9,1.2,1.0,1.0,2.5,1
(주)시몬느,3.68,884.0,7.0,1.1,1.9,1.5,2.3,1.5,1.0,1
해양에너지,3.75,846.0,0.0,0.0,2.8,1.0,0.0,1.0,1.0,1
백제약품(주),3.5,485.0,0.0,1.0,2.1,1.3,2.0,1.0,1.6,1
(주)교원구몬,3.64,708.0,6.0,1.2,2.3,1.3,1.7,2.0,1.9,1
한화시스템(주),3.76,799.0,6.0,1.0,1.8,1.2,1.0,1.3,1.4,1
비에이치아이(주),3.69,797.0,8.0,1.0,1.9,1.3,1.0,2.0,0.0,1
(주)메가마트,3.62,820.0,7.0,1.0,2.1,1.4,1.8,1.0,1.6,1
㈜사조해표,3.49,782.0,5.0,1.0,2.2,1.5,1.0,2.0,2.1,1
(주)루멘스,3.58,837.0,5.0,1.6,2.7,1.7,1.0,2.3,2.3,1
롯데IT테크(주),3.65,803.0,6.0,1.3,1.9,1.2,1.2,1.3,1.4,1
KT스카이라이프㈜,3.6,901.0,6.0,2.0,2.3,1.0,1.4,5.0,1.0,1
(주)디아이디,3.66,650.0,6.0,1.0,2.1,1.2,1.0,2.7,1.3,1
한국화이자제약(주),3.65,907.0,7.0,1.1,2.0,1.2,1.4,1.4,1.9,1
서울대학교,3.72,904.0,7.0,1.0,2.2,1.7,1.5,3.0,2.8,1
(주)포스코플랜텍,3.63,829.0,7.0,1.0,2.3,1.4,1.3,2.3,1.7,1
서울특별시도시철도공사,3.67,811.0,6.0,1.0,2.8,1.0,1.0,2.5,2.0,1
㈜일진글로벌,3.56,824.0,6.0,1.0,2.1,1.0,2.2,1.8,1.2,1
덴소코리아오토모티브㈜,3.71,733.0,7.0,1.4,2.5,1.5,1.0,1.7,1.5,1
한국토요타자동차(주),3.5,914.0,7.0,1.0,2.3,1.3,1.5,2.0,2.0,1
(주)비와이엔블랙야크,3.35,662.0,5.0,1.0,1.7,1.0,1.4,1.0,2.3,1
오티스엘리베이터(유),3.66,766.0,6.0,1.6,1.9,1.3,1.6,1.3,1.6,1
(주)삼광,3.63,788.0,4.0,1.0,2.0,2.0,1.0,1.5,1.0,1
에스엘(주),3.76,772.0,7.0,1.3,1.9,1.3,1.5,2.4,1.4,1
아주모터스㈜,3.47,734.0,0.0,1.0,2.4,1.0,0.0,2.0,0.0,1
(주)케이티디에스,3.61,799.0,7.0,1.0,1.8,1.3,1.0,1.0,1.5,1
에이에스이코리아(주),3.61,825.0,5.0,1.0,2.4,1.3,1.0,1.0,2.0,1
㈜KT이엔지코어,3.73,838.0,0.0,0.0,2.2,1.0,2.0,0.0,1.0,1
(주)신원,3.47,855.0,6.0,1.1,2.1,1.3,1.8,1.9,1.3,1
LG,3.63,826.0,5.0,1.0,1.6,1.0,1.0,1.3,1.1,1
(주)화승,3.61,870.0,8.0,1.0,1.9,1.1,1.0,1.5,2.0,1
아이에스동서㈜,3.63,823.0,6.0,1.5,2.4,1.8,1.5,1.8,1.7,1
대한적십자사,3.61,825.0,7.0,1.5,2.4,1.3,1.3,1.7,1.5,1
한미약품(주),3.55,803.0,6.0,0.0,2.1,1.4,1.3,1.5,2.8,1
내셔날오일웰바르코코리아㈜,3.58,743.0,5.0,1.0,2.0,1.5,2.0,1.0,1.5,1
그랜드코리아레저(주),3.69,810.0,6.0,1.1,1.8,1.4,1.3,1.0,1.6,1
(주)케이에이치바텍,3.49,767.0,0.0,1.0,2.4,1.4,0.0,3.0,1.5,1
LS오토모티브(주),3.53,774.0,6.0,1.0,2.4,1.1,1.8,2.0,1.9,1
한국국제협력단,3.78,834.0,7.0,1.3,2.3,1.4,1.6,1.9,2.1,1
파나소닉디바이스세일즈코리아㈜,3.63,789.0,6.0,1.4,2.1,1.4,2.3,1.5,1.0,1
한국과학기술원,3.71,806.0,7.0,1.4,2.2,1.3,1.4,1.9,2.4,1
대덕지디에스㈜,3.66,754.0,7.0,1.3,2.1,1.4,1.0,0.0,2.0,1
(주)동진쎄미켐,3.69,713.0,6.0,1.3,2.1,1.4,1.4,1.8,2.2,1
(주)세정,3.68,849.0,6.0,1.2,1.9,1.4,1.6,2.8,1.7,1
㈜SYS리테일,3.52,721.0,5.0,1.1,2.0,1.3,1.0,1.9,2.0,1
에스맥(주),3.75,533.0,4.0,1.3,1.8,2.0,1.5,1.0,2.5,1
한화글로벌에셋(주),3.71,821.0,6.0,1.4,2.2,1.4,1.0,1.0,1.1,1
코오롱머티리얼(주),3.65,820.0,7.0,1.1,2.5,1.6,1.0,2.0,1.5,1
고려제강(주),3.66,885.0,7.0,1.1,2.1,1.4,1.7,1.0,1.7,1
에코플라스틱(주),3.64,725.0,5.0,0.0,1.9,1.0,1.0,3.0,2.5,1
한화디펜스㈜,3.79,840.0,8.0,0.0,1.5,1.0,1.1,1.0,1.3,1
무림페이퍼(주),3.67,792.0,6.0,1.0,2.5,1.4,1.0,1.2,2.4,1
대한해운(주),3.64,853.0,7.0,1.0,2.4,1.0,0.0,1.5,1.0,1
(주)디스플레이테크,3.49,720.0,7.0,1.0,1.7,1.4,3.0,1.0,1.0,1
(주)휴스틸,3.52,764.0,0.0,1.0,2.4,1.4,1.0,2.3,1.4,1
(주)교보문고,3.66,733.0,6.0,1.4,1.9,1.3,1.5,1.5,1.9,1
명화공업(주),3.5,735.0,5.0,1.2,2.1,1.6,1.3,2.3,2.1,1
삼환기업(주),3.62,716.0,6.0,1.0,2.2,1.0,1.0,1.0,1.5,1
솔브레인(주),3.65,807.0,6.0,1.0,2.1,1.3,1.2,2.0,1.2,1
(주)영원아웃도어,3.57,843.0,7.0,1.0,1.9,1.4,1.8,1.8,1.3,1
세방(주),3.76,855.0,7.0,1.0,2.4,1.0,1.0,1.3,1.5,1
서한산업(주),3.61,771.0,7.0,0.0,2.1,1.0,0.0,1.8,2.0,1
(주)현대리바트,3.66,828.0,6.0,1.0,2.2,1.3,1.6,1.4,1.5,1
대우조선해양건설㈜,3.56,762.0,6.0,1.0,2.3,1.3,0.0,2.3,1.0,1
(주)동양,3.49,673.0,0.0,0.0,1.9,2.0,1.0,1.0,1.5,1
(주)선진,3.53,816.0,6.0,1.0,3.3,1.5,1.1,1.6,2.4,1
㈜심텍,3.51,802.0,5.0,1.3,1.8,1.2,1.8,1.2,1.5,1
(주)유니드,3.75,807.0,0.0,1.0,3.0,1.4,1.0,1.0,1.0,1
삼부토건(주),3.58,810.0,6.0,1.0,2.1,1.4,2.0,1.0,1.8,1
(주)농협목우촌,3.65,810.0,6.0,0.0,1.9,1.3,1.0,1.0,1.4,1
(주)신도리코,3.57,792.0,6.0,1.1,2.0,1.3,1.3,1.5,1.5,1
노틸러스효성㈜,3.54,814.0,6.0,1.2,2.0,1.1,1.3,1.4,2.0,1
동우화인켐(주),3.71,803.0,6.0,1.0,2.0,1.5,1.2,2.1,1.6,1
한국솔베이㈜,3.35,890.0,6.0,0.0,1.9,1.2,0.0,0.0,1.0,1
평화정공(주),3.56,748.0,4.0,1.0,1.9,1.6,1.0,1.8,2.0,1
(주)이랜드파크,3.64,800.0,6.0,1.0,2.2,1.4,1.3,1.7,1.9,1
한솔테크닉스(주),3.57,783.0,6.0,1.3,1.8,1.3,1.1,2.3,1.4,1
㈜서연전자,3.48,766.0,6.0,1.3,2.2,1.4,1.5,1.7,1.8,1
BR코리아,3.63,755.0,6.0,1.1,2.1,1.3,2.2,1.7,1.5,1
동아원㈜,3.65,850.0,0.0,1.0,2.0,1.2,0.0,0.0,0.0,1
한국전자통신연구원,3.69,752.0,6.0,1.0,2.4,1.2,1.3,1.8,2.1,1
쿠쿠홀딩스(주),3.68,815.0,6.0,1.6,1.9,1.5,1.5,1.9,1.8,1
경창산업(주),3.58,656.0,5.0,1.0,2.2,1.5,2.0,1.3,1.3,1
데상트코리아(주),3.71,853.0,7.0,1.1,1.8,1.2,1.2,1.6,1.4,1
(주)동방,3.6,822.0,7.0,1.0,2.6,1.8,0.0,1.5,2.0,1
(주)딜라이브,3.42,792.0,5.0,1.0,1.9,1.3,1.5,1.0,2.2,1
(주)유성티엔에스,3.53,782.0,0.0,1.0,1.9,1.0,1.0,1.0,2.7,1
한국단자공업(주),3.55,743.0,6.0,1.1,2.2,1.4,1.0,2.4,1.8,1
동아에스티(주),3.59,849.0,7.0,2.0,2.8,1.0,1.0,2.3,1.2,1
(주)DB하이텍,3.63,811.0,6.0,1.5,2.2,1.3,1.0,1.3,1.4,1
조선내화(주),3.62,818.0,6.0,1.0,2.2,1.3,1.0,1.5,2.3,1
(주)파라다이스,3.67,722.0,6.0,1.2,1.9,1.4,1.5,1.8,2.0,1
더페이스샵,3.49,788.0,0.0,1.1,1.9,1.0,1.0,3.3,2.5,1
(주)두원공조,3.63,808.0,6.0,1.3,2.2,1.3,1.0,1.0,2.0,1
현대종합금속(주),3.64,890.0,7.0,1.1,2.0,1.2,1.1,1.1,1.7,1
코오롱글로텍(주),3.64,842.0,6.0,1.2,2.1,1.2,1.8,2.4,1.8,1
(주)파워로직스,3.46,752.0,0.0,1.0,2.2,1.3,1.0,1.3,1.0,1
단국대학교,3.9,716.0,7.0,1.4,2.0,1.2,1.8,2.0,1.9,1
한국노바티스(주),3.43,876.0,6.0,1.0,1.7,1.2,1.5,2.0,1.5,1
듀폰코리아(주),3.56,852.0,8.0,1.2,2.1,1.4,1.3,1.7,2.5,1
(주)스타벅스커피코리아,3.61,756.0,6.0,1.2,2.0,1.3,1.7,1.7,1.7,1
에어프로덕츠코리아㈜,3.62,827.0,6.0,1.0,2.5,1.5,1.0,1.4,1.7,1
한국성전,3.52,668.0,0.0,1.0,2.3,1.5,1.0,1.0,1.0,1
㈜필립스전자,3.5,835.0,6.0,1.3,1.8,1.4,1.6,1.5,1.6,1
㈜ADT캡스,3.57,756.0,0.0,1.0,2.2,1.1,1.9,2.2,1.4,1
대동공업(주),3.66,844.0,7.0,1.0,1.9,2.0,1.3,1.0,2.0,1
디디피스페셜티프로덕츠코리아(주),3.55,824.0,6.0,1.0,2.2,1.2,1.0,3.7,2.0,1
㈜카펙발레오,3.63,704.0,6.0,1.0,2.1,1.2,1.0,2.0,1.8,1
(주)토비스,3.62,777.0,6.0,1.4,2.0,1.3,1.0,1.0,2.0,1
엠케이전자(주),3.62,754.0,5.0,1.1,1.6,1.3,1.0,1.2,1.5,1
㈜베바스토동희,3.77,675.0,0.0,1.0,2.1,1.0,0.0,1.5,2.0,1
광동제약(주),3.53,792.0,6.0,1.3,2.1,1.2,1.4,1.8,1.8,1
㈜플렉스컴,3.7,515.0,0.0,1.0,2.3,2.0,2.0,1.5,1.0,1
세종공업(주),3.62,776.0,4.0,1.0,1.6,1.4,0.0,1.0,1.7,1
(주)한독모터스,3.68,779.0,5.0,0.0,2.5,1.0,1.0,2.7,1.5,1
(주)에이비비코리아,3.63,807.0,6.0,1.0,2.2,1.1,1.0,1.4,1.3,1
(주)코리아써키트,3.58,786.0,6.0,1.1,1.9,1.2,1.7,1.1,1.6,1
넥스틸(주),3.67,814.0,0.0,1.0,2.0,1.0,3.0,1.3,0.0,1
한화S&C㈜,3.62,779.0,6.0,1.0,2.1,1.1,1.2,1.5,2.3,1
삼일회계법인,3.64,876.0,7.0,1.1,1.8,1.3,2.2,1.8,1.5,1
제일파마홀딩스(주),3.54,805.0,6.0,1.0,2.2,1.3,1.6,1.5,1.7,1
삼화페인트공업(주),3.65,777.0,6.0,1.0,2.0,1.1,3.0,1.6,1.7,1
자화전자(주),3.52,744.0,5.0,1.3,1.7,1.3,1.0,1.0,2.3,1
KT커머스㈜,3.45,794.0,7.0,1.5,1.8,1.4,1.1,1.0,2.0,1
SK텔레시스(주),3.6,781.0,8.0,2.0,2.5,1.1,1.0,1.0,1.5,1
(주)평화발레오,3.5,789.0,6.0,1.0,2.3,1.2,1.0,3.0,1.0,1
한국국토정보공사,3.59,670.0,6.0,1.0,2.2,1.0,1.2,1.0,2.0,1
한화에너지(주),3.72,819.0,7.0,1.0,2.1,1.0,1.4,1.5,2.0,1
에이에스엠엘코리아(주),3.61,827.0,6.0,1.0,1.9,1.0,1.0,1.0,2.3,1
(주)디비아이엔씨,3.46,822.0,7.0,1.0,2.2,1.5,1.0,3.5,1.5,1
덴소코리아일렉트로닉스㈜,3.57,778.0,7.0,1.4,2.5,1.5,1.0,2.1,2.2,1
신세계건설(주),3.43,796.0,6.0,1.0,2.1,1.2,1.1,1.7,1.5,1
㈜KR산업,3.71,725.0,0.0,1.0,2.2,1.5,0.0,5.0,0.0,1
율촌화학(주),3.63,843.0,7.0,1.9,2.4,1.3,1.3,1.5,3.0,1
(주)글락소스미스클라인,3.65,857.0,7.0,1.3,2.3,1.1,1.7,1.3,2.3,1
대성산업가스(주),3.52,800.0,7.0,1.0,1.8,1.7,1.0,1.0,1.5,1
동아타이어공업㈜,3.75,748.0,5.0,0.0,1.8,1.3,0.0,1.2,1.4,1
도이치모터스(주),3.67,778.0,0.0,1.0,2.2,1.3,1.3,2.8,1.0,1
현대스틸산업(주),3.65,757.0,6.0,1.0,2.6,1.3,1.0,3.5,1.2,1
핸즈코퍼레이션(주),3.55,841.0,6.0,1.2,2.2,1.6,1.7,2.0,1.7,1
㈜제주항공,3.65,780.0,6.0,1.1,2.1,1.5,1.9,1.7,2.2,1
(주)보쉬전장,3.66,818.0,6.0,0.0,1.3,1.2,1.2,1.0,1.2,1
SK텔링크㈜,3.48,773.0,7.0,1.0,2.6,1.2,1.5,3.0,1.0,1
(주)대우로지스틱스,3.49,838.0,7.0,1.1,2.1,1.1,2.1,1.2,1.9,1
제주국제자유도시개발센터,3.23,877.0,8.0,1.0,2.6,1.3,2.0,5.0,2.0,1
유진기업(주),3.51,830.0,6.0,1.0,2.5,1.3,1.0,2.0,1.0,1
(주)크라운해태홀딩스,3.53,748.0,6.0,1.3,1.9,1.1,1.3,1.6,1.5,1
성창이엔씨(주),3.63,739.0,4.0,1.0,2.5,1.3,2.0,0.0,0.0,1
에드워드코리아(주),3.42,738.0,6.0,1.8,2.0,1.2,1.0,1.8,1.0,1
대상베스트코,3.56,596.0,6.0,1.0,1.9,1.1,1.8,1.5,2.2,1
에어리퀴드코리아(주),3.69,847.0,6.0,1.0,2.6,1.3,0.0,1.0,1.0,1
금강공업㈜,3.51,742.0,0.0,1.0,2.2,1.0,1.0,2.0,1.0,1
한국공항(주),3.49,697.0,5.0,1.2,2.1,1.3,1.8,1.1,1.4,1
한국로버트보쉬㈜,3.46,846.0,7.0,1.0,1.9,1.3,1.5,1.8,2.0,1
(주)뉴옵틱스,3.58,684.0,5.0,1.0,1.9,1.4,3.0,1.0,1.5,1
라파즈한라시멘트㈜,3.75,828.0,7.0,1.0,3.2,1.2,1.0,2.0,2.3,1
(주)바이더웨이,3.26,728.0,0.0,1.0,2.0,1.3,0.0,0.0,0.0,1
대주중공업(주),3.51,821.0,6.0,1.0,2.5,1.0,2.5,2.3,2.0,1
대선조선(주),3.57,736.0,4.0,1.0,1.7,1.3,1.0,1.7,1.0,1
휠라코리아㈜,3.73,838.0,8.0,0.0,2.0,1.3,1.0,2.6,1.3,1
(재)한국원자력연구원,3.79,721.0,6.0,1.1,2.1,1.1,2.1,1.4,2.0,1
(주)리치몬트코리아,3.61,793.0,6.0,1.5,2.0,1.4,1.4,2.8,2.1,1
㈜대유위니아,3.58,836.0,7.0,0.0,2.0,1.1,1.3,1.3,1.9,1
동양네트웍스(주),3.6,780.0,6.0,1.2,2.0,1.1,1.5,1.2,1.7,1
씨에스유통(주),3.36,798.0,0.0,0.0,1.8,1.0,1.0,0.0,1.0,1
(주)실리콘웍스,3.72,738.0,5.0,1.0,3.0,1.3,1.7,1.3,1.6,1
한솔로지스틱스(주),3.73,855.0,6.0,1.2,2.2,1.4,1.1,1.5,1.1,1
(주)동성화인텍,3.52,775.0,6.0,1.3,1.8,1.2,2.0,1.5,2.3,1
(주)이랜텍,3.48,677.0,6.0,1.0,2.3,1.3,1.0,1.3,3.3,1
(주)LG생명과학,3.72,823.0,6.0,2.0,2.1,1.2,1.2,2.3,1.8,1
(주)단석산업,3.53,749.0,6.0,1.3,2.2,1.1,2.0,2.0,2.5,1
동아건설산업(주),3.6,807.0,5.0,1.0,1.9,1.3,1.4,2.0,2.0,1
(주)에이블씨엔씨,3.68,849.0,7.0,1.1,2.1,1.4,1.3,1.7,2.2,1
대보건설(주),3.47,860.0,6.0,1.0,2.3,2.0,1.5,2.0,2.0,1
케이투코리아(주),3.76,810.0,7.0,0.0,2.3,1.2,1.0,1.5,2.0,1
(주)사조대림,3.55,749.0,6.0,1.0,2.3,1.3,1.0,0.0,1.2,1
(주)노루페인트,3.81,820.0,7.0,1.0,1.8,2.0,1.0,1.5,1.0,1
㈜성주그룹,3.69,831.0,7.0,1.2,1.6,1.3,1.9,1.5,1.3,1
㈜KT cs,3.47,750.0,7.0,1.3,2.3,1.2,1.7,1.7,1.7,1
바르질라현대엔진(유),3.66,809.0,7.0,1.0,2.6,1.0,1.0,1.0,2.0,1
(주)세진중공업,3.64,681.0,6.0,1.0,1.8,1.7,1.0,1.0,1.0,1
패션그룹형지(주),3.67,782.0,6.0,1.0,2.3,1.3,1.2,1.9,1.7,1
(주)엘비루셈,3.69,722.0,6.0,1.5,2.4,1.5,1.3,1.5,1.5,1
코리아오토글라스(주),3.73,773.0,5.0,1.5,2.1,1.3,1.0,1.0,1.5,1
도요엔지니어링코리아㈜,3.51,805.0,0.0,1.2,2.2,1.3,0.0,4.0,0.0,1
(주)부영,3.49,776.0,6.0,2.0,1.7,1.0,4.0,1.0,1.8,1
대림자동차공업(주),3.65,813.0,7.0,1.0,2.2,1.1,1.4,1.6,2.5,1
남양넥스모(주),3.48,772.0,6.0,1.0,1.8,2.0,1.0,1.8,1.3,1
㈜KT is,3.59,742.0,5.0,1.0,2.1,1.2,1.7,1.2,1.2,1
경북대학교병원,3.83,743.0,7.0,1.3,2.4,1.8,2.5,1.0,1.6,1
(주)디에이치엘코리아,3.57,848.0,7.0,1.0,2.1,1.3,1.5,1.0,1.8,1
(주)푸드머스,3.58,778.0,7.0,1.0,2.3,1.0,1.0,1.7,2.0,1
한국후지제록스(주),3.51,809.0,6.0,1.3,2.0,1.3,1.4,2.0,1.7,1
㈜성광벤드,3.67,852.0,6.0,0.0,2.2,1.4,0.0,0.0,1.0,1
신동아건설(주),3.87,835.0,6.0,1.3,2.4,1.3,1.0,3.5,1.2,1
(주)시노펙스,3.55,780.0,7.0,1.0,2.0,1.4,1.0,1.7,2.3,1
하이에어코리아(주),3.56,729.0,6.0,1.0,2.2,1.7,1.9,2.4,1.6,1
우미건설㈜,3.71,817.0,7.0,1.0,2.6,1.0,2.0,1.0,1.0,1
금호고속(주),3.72,880.0,6.0,0.0,2.8,3.0,1.0,1.0,1.0,1
사조산업(주),3.67,804.0,5.0,0.0,2.5,1.6,1.5,3.0,2.0,1
(주)인터파크,3.62,789.0,6.0,1.1,2.1,1.1,1.4,2.0,1.6,1
현대아이에이치엘(주),3.67,741.0,6.0,1.5,2.2,1.0,1.3,3.0,2.3,1
한전KDN,3.51,786.0,6.0,1.2,2.2,1.2,1.5,1.7,1.6,1
인지컨트롤스(주),3.61,754.0,5.0,1.7,2.2,1.3,1.4,1.9,1.6,1
(주)네오위즈,3.57,810.0,7.0,1.1,2.4,1.3,1.3,1.8,1.6,1
(주)경동나비엔,3.69,810.0,7.0,1.5,1.8,1.6,1.0,1.9,1.2,1
온코퍼레이션,3.47,845.0,7.0,1.0,2.4,1.3,2.0,1.5,2.7,1
(주)한화갤러리아,3.62,822.0,6.0,1.3,2.1,1.2,1.5,1.7,1.7,1
한국알프스(주),3.65,784.0,7.0,1.8,2.6,1.4,1.0,1.0,1.6,1
태림포장공업㈜,3.42,702.0,6.0,1.5,2.1,1.1,1.7,1.4,1.7,1
㈜스마일게이트,3.54,819.0,6.0,1.0,2.1,1.3,1.5,1.8,2.0,1
㈜우전앤한단,3.6,792.0,6.0,1.4,2.7,1.5,1.3,2.5,1.9,1
공신테크노소닉㈜,3.44,809.0,7.0,1.3,2.1,1.6,1.5,2.0,2.0,1
더클래스효성(주),3.61,763.0,7.0,1.0,2.3,1.1,1.7,1.6,1.6,1
공항철도(주),3.5,778.0,0.0,1.2,2.5,1.3,5.0,4.0,0.0,1
온세미컨덕터코리아(주),3.6,791.0,6.0,1.2,2.2,1.5,1.4,1.3,1.8,1
동양물산기업(주),3.53,785.0,5.0,1.0,2.4,1.2,2.5,1.7,1.3,1
중흥건설(주),3.61,630.0,0.0,1.0,2.9,1.0,1.0,1.0,1.5,1
디아지오코리아(주),3.81,867.0,7.0,1.0,1.7,1.0,1.3,1.8,1.3,1
㈜삼선로직스,3.41,839.0,6.0,1.2,2.1,1.2,1.0,1.0,1.8,1
애경산업(주),3.6,842.0,6.0,1.0,2.0,1.2,1.5,1.6,2.0,1
